Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Bielorrusia|Belice|Benín|Bermudas|Bhután|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Caribe Nep|Chad|Chile|China|Chipre|Comoras|Congo|República Democratica del Congo|Corea, República Popular Democrática de|Corea del Sur|Costa Rica|Croacia|Cuba|Curaçao|Costa de Marfil|Dinamarca|Yibuti|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos Minor periferico Islas|Estados Unidos|Estonia|Eswatini|Etiopía|Fiyi|Filipinas|Finlandia|Francia|Gabón|Gambia|Georgia|Ghana|Granada|Grecia|Guatemala|Guinea|Guinea Ecuatorial|Guinea-Bisáu|Guyana|Haití|Honduras|Hong Kong|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimanes|Islas Cocos (Keeling)|Islas Cook|Islas Marshall|Islas Salomon|Islas Wallis y Fortuna|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kiribati|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|República de Macedonia|Madagascar|Malasia|Malawi|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia, Estados Federados de|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Namibia|Nauru|Nepal|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palau|Palestina, Estado de|Panamá|Papua Nueva Guinea|Paraguay|Países Bajos|Perú|Polinesia Francesa|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Dominicana|Siria|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|Samoa|San Martin (parte Holandesa)|San Pedro y Miquelón|San Vicente y las Granadinas|Santa Lucia|Santo Tome y Principe|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Timor-Leste|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Zambia|Zimbabue
Grasas y aceites animales o vegetales, productos de|0.065172061|0.49682143|0.59153461|0.13704079|0.57768643|0.067328475|0.048042528|0.35542277|0.37671819|0.27736074|0.55644375|0.24054003|0.34375018|0.45903453|0.47313032|0.40480632|0.50258011|0.42119393|0.38386256|0.54310256|0.44379294|0.030311333|0.064079493|0.30284366|0.26941833|0.55574042|0.59597623|0.26751983|0.12808505|0.482016|0.58778763|0.052741967|0.75860178|0.55535066|0.062583417|0.51016772|0.28166902|0.25744903|0.090623796|0.21545267|0.86359465|0.45482355|0.085069984|0.11325017|0.56194699|0.12025653|0.31713992|0.041390672|0.48617038|0.041304834|0.031578969|0.024736302|0.48160642|0.094021447|0.064864874|0.090902179|0.48129976|0.25360948|0.30262104|0.30817574|0.58359981|0.50084913|0.25184509|0.13757771|0.32324204|0.51814497|0.60381663|0.015520742|0.53831095|0.40334833|0.50524646|0.29173985|0.51737469|0.12428936|0.089921668|0.47390449|0.055445854|0.41877061|0.015933536|0.069227137|0.52317101|0.57107687|0.37515157|0.36264315|0.27755556|0.8045423|0.46471956|0.82668531|0.1877051|0.10496518|0.4346199|0.609532|0.489371|0.015768915|0.25744903|0.23466213|0.27702478|0.091031931|0.26442537|0.37622523|0.52479827|0.022886766|0.39894798|0.4626388|0.47432545|0.52779442|0.68628377|0.22640792|0.38949746|0.052162342|1.0|0.46762201|0.10759166|0.51467484|0.49021497|0.55166042|0.49103156|0.065314196|0.57460713|0.085769318|0.81072474|0.64202106|0.067968927|0.021861644|0.49094087|0.53431892|0.090021491|0.061545752|0.084957547|0.51444769|0.057173461|0.56338429|0.11367344|0.53012866|0.040144574|0.27209806|0.56569183|0.23382477|0.53858036|0.2965863|0.11870511|0.21461098|0.42075568|0.073350079|0.019808326|0.55622882|0.25620043|0.073071115|0.33335918|0.051633846|0.2892797|0.70797205|0.64428699|0.49100664|0.35674298|0.35867572|0.050044198|0.25195041|0.12770495|0.39621538|0.22069947|0.070271388|0.063961267|0.3845737|0.56071156|0.023847684|0.072780579|0.25744903|0.22640792|0.05570326|0.019863699|0.062329873|0.49756366|0.54360795|0.56343222|0.50811535|0.72922826|0.081684187|0.45541051|0.41975155|0.07932739|0.3868039|0.30653763|0.047393583|0.48835084|0.36716074|0.4147462|0.084670357|0.072624944|0.065951847|0.25744903|0.064869404|0.31536597|0.090341687|0.46945292|0.24665777|0.51512933|0.50251579|0.020390745|0.34512186|0.59457278|0.072287425|0.032802396|0.43433359|0.058837764|0.58914936|0.56611526
Guata|0.18841016|0.25812262|0.099041976|0.25101006|0.2446527|0.21125054|0.16224058|0.17000419|0.15652952|0.14228655|0.2324018|0.37359741|0.12117639|0.1709702|0.20743605|0.17249924|0.23353052|0.21433206|0.15969689|0.21805055|0.19363439|0.14951737|0.22169384|0.47728097|0.05603601|0.23306294|0.2220993|0.36486608|0.29403737|0.23315828|0.25102365|0.25539815|0.14648585|0.2497815|0.25739568|0.17459622|0.10923932|0.4272269|0.25213215|0.032215182|0.11162944|0.17625314|0.19343024|0.30800259|0.23929659|0.2467986|0.16074713|0.31688961|0.20064557|0.16428262|0.55810779|0.51094669|0.21714082|0.2090379|0.16468656|0.36675328|0.22798792|0.45352754|0.1317205|0.49565163|0.30097979|0.22815758|0.084553756|0.25179631|0.1040819|0.23370299|0.13685469|0.19204688|0.20702836|0.093069196|0.23950981|0.0975677|0.19770679|0.21262872|0.26464808|0.16421694|0.25993353|0.17433695|0.086201206|0.18141821|0.15004416|0.17020935|0.17882608|0.15689719|0.1398273|0.10528176|0.19997649|0.20771083|0.30910748|0.20023847|0.17605799|0.23815033|0.19201407|0.12488878|0.4272269|0.67440939|0.44704437|0.25173011|0.45878291|0.18741331|0.073496804|0.16344824|0.15923257|0.18312582|0.15087314|0.16749364|0.31340307|0.43441793|0.17555262|0.22033259|0.37876853|0.19228604|0.22974466|0.21148865|0.073504299|0.2437645|0.19673137|0.21592227|0.21921924|0.23581448|0.1049149|0.22790459|0.22993907|0.19321448|0.22833893|0.2323899|0.26179266|0.19884205|0.22284743|0.25364807|0.21954806|0.18970236|0.22687185|0.15227222|0.21554893|0.39277202|0.18272102|0.51688778|0.19520076|0.15011373|0.22670463|0.18651381|0.14140458|0.19615117|0.11830498|0.25419474|0.54045522|0.22854921|0.14789611|0.23524456|0.14042413|0.063999645|0.07640025|0.25676933|0.11359908|0.12253429|0.13402607|0.096625552|0.45814168|0.13430928|0.14404371|0.31406072|0.18584707|0.12422676|0.11198652|0.10328005|0.19068158|0.4272269|0.46951336|0.27778751|0.79731601|0.19614384|0.15404466|0.14796512|0.2607199|0.15312146|0.12402269|0.18488832|0.16352779|0.12361111|0.19599512|0.12849376|0.10266097|0.15186247|0.13355885|0.13109362|0.16028164|0.18861251|0.2006768|0.27832031|0.4272269|0.22233948|0.13817149|0.19828266|0.23561686|0.39636499|0.17205837|0.19121781|0.16295131|0.16760074|0.20513755|0.23018263|0.43659616|0.21297726|0.18055236|0.20128781|0.20563455
Herbicidas|0.5912081|0.52579445|0.13681358|0.65366244|0.57768643|0.58369946|0.50704563|0.35542277|0.4643259|0.53106135|0.55644375|0.21670631|0.21997461|0.412687|0.58648783|0.37996107|0.50258011|0.52213645|0.84028363|0.54310256|0.83525753|0.58739376|0.57291704|0.98590934|0.76919782|0.59323519|0.59597623|0.57538712|0.60423934|0.482016|0.60587162|0.58143264|0.1780525|0.55535066|0.59568512|0.52926147|0.22189751|0.96498907|0.65794873|0.54892242|0.60963166|0.45482355|0.64700466|0.61563259|0.59490502|0.58951002|0.34514016|0.81728995|0.48617038|0.6228025|0.24445093|0.70249641|0.29138264|0.54028195|0.52466285|0.51930332|0.46428838|0.69598782|0.30262104|0.87140363|0.58359981|0.50084913|0.20563638|0.57914656|0.3356072|0.51814497|0.60381663|0.50871289|0.56975639|0.47231358|0.50524646|0.58594191|0.52943605|0.66678751|0.57908571|0.50010663|0.49917555|0.41877061|0.83521044|0.60233456|0.53766531|0.58282286|0.70044762|0.36264315|0.71911371|0.25609025|0.46471956|0.22871885|0.58287036|0.53041214|0.4346199|0.58145106|0.489371|0.33420336|0.96498907|1.0|0.96565974|0.637411|0.8423872|0.23594746|0.25464219|0.73539793|0.27349699|0.4753865|0.47432545|0.52779442|0.71256554|0.84605908|0.38949746|0.58336389|1.0|0.46762201|0.66174006|0.26386815|0.49021497|0.55166042|0.4490751|0.40815365|0.57460713|0.57635021|0.39309293|0.67847574|0.52747667|0.49401951|0.51443118|0.53431892|0.56988043|0.57722527|0.51510954|0.62028956|0.51311028|0.53424382|0.69612563|0.54222536|0.55953991|0.85236645|0.56569183|0.97833335|0.56024629|0.77832437|0.9349103|0.42593545|0.42075568|0.60008168|0.40952873|0.57270741|0.97611821|0.58658057|0.74959219|0.54887384|0.76209974|0.28477135|0.6924448|0.56585127|0.35674298|0.35867572|0.41530269|0.38208783|0.74956322|0.39621538|0.8094964|0.54560637|0.59810072|0.3845737|0.37540525|0.5428254|0.60010397|0.96498907|0.7721833|0.56181407|0.45058209|0.58644634|0.52374136|0.48719761|0.56343222|0.35024714|0.33779207|0.56077623|0.54343224|0.41975155|0.54999638|0.3868039|0.30653763|0.71993351|0.31978497|0.38863763|0.57098258|0.62273169|0.58872038|0.59939343|0.96498907|0.60515523|0.78611445|0.5640744|0.42151093|0.85174114|0.51512933|0.47750783|0.54141217|0.81541049|0.62541586|0.61199105|0.61991137|0.28057161|0.57313102|0.58914936|0.55421937
Herramientas|0.28500634|0.45521298|0.69043493|0.55346811|0.88507402|0.41651833|0.46091926|0.60989094|0.84590292|0.77545154|0.50231439|0.44069755|0.54226798|0.51808387|0.87224078|0.66830611|0.43225741|0.52697134|0.46650612|0.2907303|0.78933752|0.48464921|0.26349053|0.97497427|0.85213482|0.17445752|0.50543654|0.77761137|0.94637632|0.28318301|0.55526775|0.53642511|0.53656149|0.4994348|0.4768973|1.0|0.36340481|0.83236432|0.5562011|0.64270723|0.73815215|0.6572994|0.553379|0.98788536|0.68059188|0.30049473|0.18287909|0.71101791|0.25476643|0.86303145|0.53301877|1.0|0.81201506|0.8337394|0.44343776|0.835554|0.80677426|0.77850461|0.58166105|0.93973279|0.35558307|0.2682316|0.7357682|0.33784977|0.37090868|0.32250392|0.30171639|0.78257084|0.50922424|0.89882243|0.762869|0.63144636|0.75016105|0.58191055|0.36131221|1.0|0.50189358|0.25760782|0.90160358|0.55277193|0.84553492|0.48675212|0.78063184|0.74207509|0.87284827|0.51665348|0.22400515|0.59494257|0.9314146|0.65124041|0.053038187|0.34730506|0.25611827|0.41370693|0.83236432|0.92707491|0.83766353|1.0|0.89824295|0.58059955|0.50401771|0.72707808|0.44718361|0.25273478|0.61272174|0.89776051|0.59198189|0.95670104|0.84796083|0.5536229|0.88139558|0.38519171|1.0|0.44566196|0.40781012|0.21594231|0.403083|0.26707625|0.49803698|0.53188151|0.77487695|0.61124909|0.50935608|0.41994715|0.67048961|0.49544507|0.4927671|0.49734381|0.56320602|0.53467596|0.93410695|0.42458755|0.59433609|0.6859349|0.47620031|0.76067138|0.70148712|0.83191502|0.54587758|0.9491815|0.76675409|0.72802079|0.64025795|0.50599837|0.69922721|0.7911129|0.85991734|0.33093712|0.71085155|0.84063745|1.0|0.59417003|0.82707274|0.52004027|0.27067077|0.67716372|0.80296385|0.69824338|0.64706957|0.80207658|0.67761564|0.58294481|0.55208522|0.78237844|0.80416965|0.44547051|0.52416271|0.83236432|0.87955713|0.50409079|0.41667056|0.51170337|0.61854219|0.4117038|0.49788108|0.49160296|0.60471404|0.4650341|0.51358706|0.73754275|0.45726502|0.74703705|0.72041345|0.87838483|0.7616623|0.63358796|0.52128482|0.56428021|0.519256|0.5059706|0.83236432|0.53998321|0.62095344|0.47172251|0.66934198|0.93684649|0.44684705|0.77505052|0.49106044|0.85581112|0.51170176|0.55947024|0.83057952|0.6263774|0.48288453|0.7448709|0.50645721
Hierbas aromáticas|0.18603629|0.026360486|0.39856535|0.19317469|0.18913302|0.12559986|0.13780452|0.6463176|0.10404985|0.21171008|0.20205952|0.63519305|0.40373024|0.2012732|0.17413285|0.14362697|0.20400834|0.18581039|0.097316578|0.19009636|0.096791334|0.14694738|0.20484829|0.46410692|0.18546578|0.22004704|0.16829295|0.10392362|0.25248832|0.044639222|0.10223226|0.084356301|0.79682171|0.12329621|0.14400923|0.0|0.82462132|0.34179679|0.13695973|0.18081129|0.50506049|0.13490899|0.1287795|0.19786462|0.15108532|0.18098165|0.11227633|0.26398969|0.16910252|0.091165721|0.54237771|0.088159978|0.18665795|0.1769312|0.10223251|0.14213958|0.042278267|0.38840771|0.62864345|0.35709524|0.26335907|0.19924954|0.21382463|0.19696726|0.82391685|0.20884845|0.14461404|0.15128811|0.18378727|0.20219083|0.19838198|0.40962052|0.07702931|0.15441683|0.22650036|0.11077674|0.14801913|0.15313822|0.31359836|0.12649983|0.066580996|0.15813845|0.094480805|0.11452512|0.11169811|0.12173873|0.16585316|0.038822688|0.14172232|0.15378538|0.031501126|0.19891173|0.16316828|0.081694663|0.34179679|0.38609987|0.36363262|0.13607877|0.36582819|0.049934529|0.10121286|0.036963969|0.10458768|0.12803806|0.11798665|0.14979208|0.2272304|0.32557076|0.52462518|0.13353354|0.3261328|0.15872616|0.20920223|0.096255049|0.1950087|0.22293569|0.054872483|0.19310531|0.14284523|0.074222155|0.20510778|0.12688954|0.21278743|0.16326466|0.15609621|0.08537288|0.2266899|0.086560205|0.13760668|0.2206068|0.13425115|0.13744572|0.18172672|0.11659478|0.13914728|0.26406619|0.13051641|0.33924001|0.16652358|0.13076755|0.066766761|0.16396314|0.4972527|0.12736522|0.13837427|0.088975787|0.43769008|0.15298161|0.42982665|0.12216185|0.079447791|0.59755993|0.2146993|0.11490692|0.099666491|0.10856247|0.59980726|0.5720858|0.16529633|0.11144282|0.13541766|0.24477085|0.15164325|0.10372695|0.52352208|0.085267171|0.16870503|0.34179679|0.31607369|0.14096373|0.097781494|0.1490171|0.12280838|0.12101804|0.21820879|0.054518275|0.10230409|0.13446638|0.67928833|0.10840371|0.12931696|0.10476567|0.42375073|0.13378513|0.1092368|0.11813687|0.13536723|0.16351709|0.16084|0.10017873|0.34179679|0.1361073|0.081466392|0.14603846|0.079524368|0.34703168|0.11106178|0.038890459|0.13935485|0.56439781|0.16338494|0.12592088|0.086451471|0.049964886|0.17574853|0.13350379|0.12372484
Hierro y acero|0.57565939|0.4693507|0.67285472|0.30382341|0.82511556|0.36356485|0.48818648|0.77361846|0.69231427|0.51426357|0.35157606|0.46454185|0.13855493|0.58401132|0.70686197|0.34634674|0.50258011|0.48194414|0.70337236|0.51258147|0.29042706|0.45930445|0.47136083|0.95754027|0.68838549|0.32043594|0.51037073|0.49367657|0.60423934|0.35687202|0.5156548|0.5507654|0.60740137|0.51007032|0.51619005|0.49501234|0.37128735|0.77931654|0.61480796|0.5391764|0.3420065|0.74915862|0.53108895|0.61563259|0.36248982|0.31897032|0.46192351|0.71413577|0.36800715|0.7816186|0.16985664|0.82037044|0.32831684|0.54028195|0.51495826|0.74122345|0.58472955|0.66983837|0.56833971|0.9656502|0.45538008|0.37078243|0.30037451|0.45030123|0.38302076|0.51814497|0.52283406|0.47835717|0.53831095|0.31773245|0.35268003|0.39178348|0.69018734|0.35299417|0.4826408|0.66549134|0.51849443|0.31764495|0.68371874|0.51679921|0.52317101|0.49728185|0.54253983|0.36264315|0.65326953|0.54508948|0.34008271|0.52003622|0.63815868|0.68319762|0.31704468|0.52852738|0.489371|0.42118183|0.77931654|0.95186937|0.78778684|0.55123138|0.95194125|0.26244658|0.6235925|0.50601387|0.25666568|0.67513168|0.65837872|0.33897001|0.66923517|0.97313225|0.38949746|0.56316733|0.90446824|0.34830618|0.56219977|0.51467484|0.49021497|0.41178718|0.4490751|0.53385627|0.44828174|0.75836581|0.7004562|0.62812144|0.52747667|0.49401951|0.43804783|0.35189885|0.56988043|0.50562048|0.58572221|0.59989846|0.51311028|0.44793615|0.66550833|0.49058646|0.54273498|0.48331723|0.47727054|0.73176283|0.48712695|0.7745899|0.68450803|0.53664488|0.23643488|0.53770941|0.59708059|0.74767625|0.89196026|0.57565141|0.5772953|0.54887384|0.20605811|0.48783797|0.62476546|0.54053998|0.35674298|0.35867572|0.66417468|0.3735818|0.61862952|0.39621538|0.77301466|0.58539927|0.57141709|0.24606422|0.63453174|0.46802935|0.60010397|0.77931654|0.92305988|0.34795362|0.56185979|0.55380023|0.3994453|0.45947409|0.56343222|0.50811535|0.5931499|0.42707855|0.45541051|0.31228083|0.4207083|0.61696512|0.60495591|0.66602111|0.22777417|0.334126|0.52376544|0.59542155|0.58872038|0.44845483|0.77931654|0.54480219|0.66298413|0.43554276|0.33643678|0.95175827|0.75576818|0.32249048|0.48866448|0.53165138|0.53891444|0.54247266|0.57966256|0.5944221|0.52621633|0.52022797|0.51715165
Hilados|0.30449438|0.34903771|0.20037907|0.48299778|0.3239218|0.36621407|0.28628734|0.11889838|0.11933658|0.82754695|0.31396979|0.54370821|0.091398738|0.17317589|0.29620391|0.25820425|0.28929824|0.2098614|0.20105836|0.16219899|0.70933521|0.30109069|0.2876136|0.66713512|0.76356792|0.33281863|0.30813414|0.66492724|0.35323167|0.11556627|0.32141629|0.31167164|0.12938178|0.29169071|0.3544811|0.25141889|0.80098701|0.73971814|0.398597|0.68183887|0.48587996|0.21408619|0.3747668|0.39460891|0.29650569|0.23854862|0.47811061|0.74180889|0.11554927|0.65220207|0.46028355|0.72391963|0.20251|0.37702122|0.30510733|0.49950868|0.23016965|0.36164993|0.10543959|0.73105586|0.21588857|0.33519197|0.47970533|0.42321414|0.54830265|0.31521747|0.30700439|0.28057262|0.30512825|0.1839513|0.2142117|0.30942199|0.28194711|0.39272261|0.33448544|0.2575683|0.29135644|0.19572331|0.28709421|0.33173701|0.3214561|0.34568739|0.22320333|0.72601938|0.42632696|0.43552384|0.025000384|0.62121612|0.10913692|0.38275057|0.25300452|0.20922498|0.11709431|0.2773346|0.73971814|0.65723801|0.75109839|0.37061444|0.70045733|0.064956829|0.4017756|0.44799903|0.43459696|0.28710943|0.22995555|0.25897947|0.37733942|0.70339394|0.22509171|0.30769977|0.62046623|0.14478745|0.40973097|0.29152298|0.19735615|0.14936124|0.27168661|0.32490095|0.34292907|0.1108378|0.56656301|0.31548369|0.29669887|0.23218936|0.28423437|0.36906701|0.38120216|0.33818913|0.42499131|0.35279256|0.28737986|0.24360609|0.46016496|0.23027794|0.30447701|0.58928049|0.27440342|0.67190516|0.35020021|0.63087368|0.40965182|0.18887396|0.094151355|0.34025985|0.22885793|0.18158227|0.69275641|0.35772881|0.58866107|0.27466697|0.69489205|0.3478021|0.53393883|0.31123942|0.2014785|0.63342094|0.19577792|0.35293609|0.47109559|0.096402906|0.5032078|0.45164526|0.30580312|0.21797687|0.18361202|0.29812711|0.33529019|0.73971814|0.62907732|0.31202835|0.25979286|0.33926609|0.22434731|0.28131577|0.29314667|0.28075692|0.16324878|0.40079096|0.36534196|0.20849113|0.39308605|0.21896106|0.39309198|0.27448767|0.25360253|0.20797978|0.27310461|0.39468509|0.34800607|0.33365071|0.73971814|0.37677318|0.56631947|0.40684339|0.56605488|0.72433603|0.31677699|0.29460531|0.27363032|0.083005577|0.16818151|0.37495607|0.81134206|0.086946398|0.33357844|0.2775124|0.31804514
Industria del tabaco|0.085910529|0.0|0.30682945|0.077870578|0.13368034|0.045391787|0.054522831|0.048084315|0.037769586|0.43456617|0.09208715|0.8787362|0.055957325|0.072764814|0.11237504|0.11590967|0.10814334|0.11398627|0.018439308|0.033635311|0.76237345|0.038629942|0.054392438|0.28089702|0.57176948|0.083130866|0.085794605|0.37884337|0.12074006|0.1035535|0.071771435|0.06378857|0.048329819|0.04324564|0.0071090935|0.046410009|0.067508735|0.17478167|0.081686482|0.28104436|0.044142932|0.026041254|0.077990063|0.14545418|0.079369783|0.070984043|0.085243329|0.057741649|0.080941096|0.025517203|0.61420709|0.075242713|0.045372516|0.091392331|0.062147111|0.31773344|0.050649315|0.023669438|0.003333325|0.25316361|0.17248687|0.07661058|0.049755357|0.087233603|0.14039163|0.12061346|0.059575614|0.024672426|0.041650299|0.01084879|0.083560653|0.069628835|0.025495818|0.10425756|0.066612303|0.046173789|0.085434839|0.068839893|0.03403648|0.076873511|0.016489517|0.057351958|0.0078913001|0.0050460687|0.026439982|0.0|0.057862576|0.030302096|0.091759913|0.065724753|0.050337754|0.10259321|0.072488792|0.011173485|0.17478167|0.17949264|0.1969211|0.062188961|0.25026143|0.098863885|0.0|0.54143757|0.079642318|0.041314729|0.049071897|0.048198655|0.16779658|0.18706672|0.065655529|0.058663033|0.26678133|0.089082763|0.1205535|0.071406409|0.091749966|0.12930804|0.095194764|0.026336959|0.056984268|0.090068936|0.10959293|0.033452649|0.082667083|0.034322206|0.10199853|0.13737537|0.10489666|0.089002773|0.074291788|0.10775828|0.077183574|0.063862637|0.073954858|0.011065837|0.10485607|0.0|0.086200759|0.18307318|0.070675232|0.010958029|0.063745461|0.062708616|0.060801279|0.1025891|0.028947819|0.15054709|0.21550044|0.099673778|0.16473997|0.070794262|0.658099|0.053181745|0.4369604|0.076132908|0.037857193|0.024338897|0.04360006|0.036953196|0.12451468|0.024142001|0.03443376|0.095445387|0.054070584|0.043875813|0.04780646|0.010816833|0.069706015|0.17478167|0.22272718|0.067181498|0.053293906|0.047843195|0.060593121|0.024817076|0.091474965|0.015879316|0.052089792|0.038614638|0.025656741|0.041227587|0.13218473|0.048972141|0.038808674|0.0|0.05517377|0.050254732|0.064853668|0.064161621|0.056801099|0.063397855|0.17478167|0.055170465|0.52333272|0.042011917|0.10448505|0.22909515|0.046176732|0.081777535|0.053415876|0.52865636|0.11051074|0.056986298|0.35048795|0.076289445|0.087264389|0.073894113|0.043912031
Insecticidas|0.42784572|0.40926871|0.16611601|0.65366244|0.36205924|0.53994757|0.3559542|0.21064846|0.26898271|0.84143752|0.33500609|0.27182823|0.07152158|0.049954787|0.31176251|0.41408828|0.32299915|0.30119118|0.24526708|0.080059379|0.88499641|0.40809649|0.40580684|0.82847989|0.43103075|0.32373369|0.36451334|0.50048721|0.4081915|0.27558273|0.40587395|0.43680435|0.62746817|0.40018481|0.36104119|0.31219667|0.22941998|0.96498907|0.56000221|0.46145061|0.58546758|0.25242701|0.54470652|0.4756825|0.38281041|0.58951002|0.15331477|0.65053976|0.26801342|0.69865626|0.53814512|0.236543|0.072435811|0.41937119|0.43622908|0.55718267|0.32249075|0.59900004|0.16858281|0.87140363|0.35965019|0.29645416|0.08704669|0.57914656|0.18032411|0.30233857|0.37141934|0.31424162|0.3604852|0.55401468|0.29686534|0.042630583|0.37879002|0.52277738|0.35083967|0.26019019|0.37707078|0.22454596|0.71681499|0.40083405|0.42849025|0.49143189|0.62583452|0.24228829|0.76834589|0.097403608|0.092946917|0.55310529|0.46415806|0.53041214|0.24460089|0.39951462|0.26975909|0.33420336|0.96498907|0.87250757|0.96565974|0.50607961|0.92948091|0.38726288|0.28076118|0.66313362|0.36614713|0.27718413|0.21934953|0.26899344|0.45804036|0.84605908|0.22964036|0.36314127|0.72174633|0.25556648|0.51967686|0.26386815|0.28717786|0.32871175|0.28268597|0.49052441|0.31332844|0.37608123|0.74431765|0.42980728|0.39000654|0.2838091|0.59218514|0.3137964|0.34852916|0.45923394|0.51510954|0.37091163|0.33346763|0.28945112|0.66550833|0.28047875|0.31261194|0.81958783|0.33274007|0.93096155|0.29736608|0.71546113|0.55937803|0.22937423|0.18922633|0.42986324|0.24247122|0.19949523|0.89988178|0.49584672|0.77280349|0.36167699|0.92005301|0.094758727|0.62026155|0.38347423|0.15664832|0.17329687|0.25892717|0.11634283|0.68907613|0.17431897|0.66188717|0.42761269|0.42652738|0.16458838|0.75311905|0.43811896|0.4566271|0.96498907|0.87632811|0.41785589|0.37357959|0.46493548|0.27481705|0.22309339|0.38223457|0.35024714|0.1669137|0.56077623|0.24820706|0.19312714|0.54999638|0.18097146|0.13656785|0.60543019|0.19659558|0.61463344|0.29823282|0.41593838|0.47566462|0.44130281|0.96498907|0.50875616|0.45913196|0.5640744|0.2725158|0.95175827|0.2724885|0.25574046|0.29492792|0.74588931|0.49749812|0.48779851|0.48614255|0.1418276|0.38752049|0.34002131|0.3904939
Instrumentos musicales, sus partes y accesorios|0.38129506|0.41276971|0.70329422|0.64202619|0.42990464|0.47583115|0.3683902|0.26739946|0.27504721|0.21540585|0.38498127|0.36047715|0.38681877|0.23852032|0.37210989|0.44896829|0.39340115|0.19302103|0.28870714|0.364627|0.34862956|0.35194695|0.39984334|0.80959439|0.37028921|0.39384386|0.46173283|0.18085134|0.48029551|0.2727955|0.37217304|0.42861164|0.23550552|0.45065483|0.3898164|0.30733669|0.30060846|0.95018137|0.46969593|0.32659465|0.14444596|0.33235568|0.50384641|0.48374122|0.40856707|0.41310829|0.17752041|0.38938868|0.35394856|0.39585692|0.23455249|0.26708046|0.3306061|0.43255258|0.38549939|0.2186109|0.32893446|0.17459083|0.21080205|0.85930252|0.45304382|0.38311669|0.28435141|0.57033539|0.28017318|0.36239573|0.38413614|0.31901324|0.42994848|0.33119971|0.27195489|0.33672395|0.33192545|0.49585968|0.44069889|0.31764847|0.41449425|0.28757399|0.15214357|0.39591819|0.35466418|0.43017069|0.29645705|0.2448408|0.49088156|0.18363743|0.3524442|0.26367995|0.40051484|0.51972723|0.24126324|0.37075412|0.35717478|0.41877455|0.95018137|0.83536327|0.95112944|0.48995483|0.83774853|0.29398116|0.19716296|0.25072145|0.47526765|0.27448517|0.29501384|0.35473439|0.43778458|0.87883174|0.28632468|0.366705|0.72503769|0.33519778|0.44261402|0.36283758|0.35961953|0.40955481|0.31348765|0.49689835|0.36003065|0.39705825|0.29710495|0.39911413|0.38638389|0.37601414|0.33534694|0.43076715|0.43432605|0.39297229|0.52369726|0.4263463|0.40541539|0.37042713|0.6020689|0.13101891|0.35578281|0.42367047|0.39172643|0.85149145|0.20749412|0.23380217|0.55127025|0.30519375|0.25348872|0.35674775|0.30590054|0.41427076|0.79607129|0.4918744|0.39231181|0.42238116|0.16769943|0.15759179|0.12127672|0.42203662|0.22859851|0.23564087|0.30894506|0.33106875|0.60912228|0.25365931|0.20234504|0.46642438|0.39768282|0.25102091|0.20990916|0.83203065|0.47994527|0.95018137|0.80155301|0.4381848|0.31429362|0.40632147|0.2819483|0.33709681|0.46045315|0.41527262|0.22892624|0.55012375|0.38991505|0.26750135|0.54158145|0.2677345|0.1921887|0.32370591|0.74973089|0.22115292|0.37582079|0.36982498|0.48687196|0.40285867|0.95018137|0.44158554|0.22142938|0.55332136|0.26433864|0.86158478|0.41944179|0.30415881|0.35365719|0.27577534|0.50461042|0.45020241|0.47537056|0.27541924|0.38391843|0.40297139|0.42521119
